chr1,	382.4,	0.982,	199898,	809,	131814,	0.703
chr2,	326.9,	0.983,	199129,	948,	138232,	0.74
chr3,	392.7,	0.98,	171662,	490,	105825,	0.783
chr4,	382.2,	0.98,	180181,	583,	123246,	0.777
chr5,	385.3,	0.976,	163635,	444,	91937,	0.79
chr6,	371.2,	0.978,	165481,	567,	99684,	0.776
chr7,	379.8,	0.977,	156158,	510,	89893,	0.769
chr8,	403.6,	0.982,	137672,	448,	84301,	0.76
chr9,	343.0,	0.978,	118167,	543,	90655,	0.648
chr10,	366.6,	0.981,	129780,	433,	87304,	0.766
chr11,	351.8,	0.971,	117556,	385,	87505,	0.761
chr12,	378.8,	0.983,	118745,	347,	74794,	0.789
chr13,	394.3,	0.982,	89622,	249,	63523,	0.798
chr14,	417.9,	0.973,	84300,	300,	52958,	0.817
chr15,	337.0,	0.975,	76212,	311,	56556,	0.763
chr16,	358.7,	0.978,	84981,	284,	51677,	0.697
chr17,	328.2,	0.972,	72301,	294,	44523,	0.755
chr18,	350.6,	0.988,	65904,	213,	49038,	0.749
chr19,	416.4,	0.983,	63532,	157,	33724,	0.797
chr20,	342.8,	0.978,	58030,	222,	33670,	0.727
chr21,	326.1,	0.973,	38594,	131,	25645,	0.726
chr22,	305.0,	0.97,	37693,	147,	24856,	0.812

Full report:
##Block_i,	Start_pos,	block_length,	num_phased_SNV,	block_quality 
1005,	115379557,	321584,	457,	1.0
1006,	115718745,	13312,	4,	NaN
1007,	115782517,	42789,	22,	1.0
1008,	115843660,	20585,	12,	NaN
1009,	115908517,	256879,	329,	0.98389
1010,	116194436,	28090,	9,	1.0
1011,	116256545,	9038,	2,	NaN
1012,	116297162,	5893,	3,	1.0
1013,	116333286,	273067,	269,	1.0
1014,	116620933,	124058,	136,	1.0
1015,	116802767,	155377,	162,	1.0
1016,	116979172,	445718,	594,	1.0
1017,	117468405,	193224,	104,	1.0
1018,	117687985,	101415,	75,	1.0
1019,	117800472,	2003,	2,	NaN
1020,	117831921,	264016,	295,	0.98447
1021,	118118043,	312142,	410,	0.99483
1022,	118443996,	1402,	2,	NaN
1023,	118501150,	14146,	3,	1.0
1024,	118541831,	35243,	8,	NaN
1025,	118635250,	21412,	3,	NaN
1026,	118675550,	8829,	2,	NaN
1027,	118702106,	604,	2,	NaN
1028,	118723357,	21758,	9,	1.0
1029,	118773469,	12251,	4,	1.0
1030,	118805458,	20361,	4,	1.0
1031,	118845773,	10422,	4,	NaN
1032,	118879272,	34097,	10,	0.33333
1033,	118951445,	49643,	49,	1.0
1034,	119026584,	27881,	17,	1.0
1035,	119089676,	20764,	10,	1.0
1036,	119136235,	333706,	395,	1.0
1037,	119487183,	593611,	718,	1.0
1038,	120108044,	69545,	56,	1.0
1039,	120190631,	1004,	2,	NaN
1040,	120250729,	15363,	2,	1.0
1041,	120289584,	69259,	14,	1.0
1042,	120388860,	5567,	2,	NaN
1043,	120413739,	595426,	855,	1.0
1044,	121032034,	19840,	3,	NaN
1045,	121065517,	18932,	4,	1.0
1046,	121105594,	0,	1,	NaN
1047,	121139503,	395226,	517,	1.0
1048,	121555979,	97991,	18,	1.0
1049,	121742287,	11232,	9,	NaN
1050,	121769950,	36281,	8,	1.0
1051,	121827928,	160971,	114,	1.0
1052,	122012138,	1621,	2,	NaN
1053,	122027724,	44957,	36,	1.0
1054,	122117920,	553838,	798,	0.99728
1055,	122718610,	327969,	259,	0.97999
1056,	123066594,	7365,	5,	NaN
1057,	123102084,	147660,	47,	1.0
1058,	123263759,	286268,	225,	0.99163
1059,	123570261,	195076,	176,	1.0
1060,	123780889,	34,	6,	NaN
1061,	123854875,	222,	6,	NaN
1062,	123878662,	33009,	6,	NaN
1063,	123925469,	8995,	3,	NaN
1064,	123971612,	478162,	599,	1.0
1065,	124473710,	19778,	4,	NaN
1066,	124508361,	8805,	4,	NaN
1067,	124541124,	454043,	638,	1.0
1068,	125016346,	3321,	3,	NaN
1069,	125083004,	713,	2,	NaN
1070,	125134156,	61838,	18,	1.0
1071,	125222475,	10,	2,	NaN
1072,	125266798,	90565,	199,	1.0
1073,	125382844,	22768,	4,	1.0
1074,	125425250,	6204,	2,	NaN
1075,	125457741,	39456,	7,	1.0
1076,	125514059,	1753,	2,	1.0
1077,	125527939,	21275,	10,	NaN
1078,	125570393,	559326,	411,	1.0
1079,	126157751,	30678,	29,	1.0
1080,	126210083,	1098,	2,	NaN
1081,	126247933,	12573,	7,	NaN
1082,	126278392,	18791,	2,	NaN
1083,	126369415,	11005,	2,	NaN
1084,	126464465,	23692,	6,	1.0
1085,	126537809,	29650,	4,	NaN
1086,	126640510,	58217,	11,	1.0
1087,	126721528,	112388,	44,	0.94805
1088,	126846877,	217508,	276,	1.0
1089,	127120905,	0,	1,	NaN
1090,	127132794,	0,	1,	NaN
1091,	127194044,	5831,	5,	NaN
1092,	127224245,	5386,	3,	NaN
1093,	127247777,	7672,	3,	NaN
1094,	127272741,	4,	3,	NaN
1095,	127287976,	2,	2,	NaN
1096,	127351582,	0,	1,	NaN
1097,	127546761,	6272,	2,	NaN
1098,	127580851,	120983,	67,	0.94864
1099,	127713062,	131810,	85,	0.95981
1100,	127859046,	17506,	3,	1.0
1101,	127925008,	6858,	3,	NaN
1102,	127943044,	9451,	2,	NaN
1103,	127971774,	177475,	173,	0.97227
1104,	128161249,	5298,	3,	1.0
1105,	128183221,	97863,	36,	1.0
1106,	128294076,	45854,	10,	1.0
1107,	128376794,	16444,	6,	0.0
1108,	128411697,	8684,	2,	NaN
1109,	128455707,	983154,	965,	0.99132
1110,	129460914,	65384,	69,	0.96667
1111,	129545740,	247784,	230,	1.0
1112,	129822459,	166017,	41,	1.0
1113,	130011097,	5355,	4,	1.0
1114,	130034778,	53344,	10,	1.0
1115,	130119426,	5853,	2,	1.0
1116,	130153420,	114127,	19,	0.46429
1117,	130285449,	266915,	182,	1.0
1118,	130628501,	4616,	4,	1.0
1119,	130665077,	36141,	5,	NaN
1120,	130723569,	11,	2,	NaN
1121,	130747983,	34442,	68,	1.0
1122,	130811491,	42347,	7,	NaN
1123,	130867107,	626033,	837,	0.98836
1124,	131510521,	514744,	467,	1.0
1125,	132048953,	168039,	982,	0.88871
1126,	132230861,	150542,	199,	1.0
1127,	132410259,	36517,	39,	1.0
1128,	132487598,	85031,	41,	1.0
1129,	132616067,	51984,	45,	1.0
1130,	132690041,	17067,	3,	1.0
1131,	132728077,	342760,	407,	1.0
1132,	133225455,	129475,	121,	1.0
1133,	133370891,	94719,	76,	0.96825
1134,	133479565,	8717,	3,	1.0
1135,	133503173,	152510,	172,	1.0
1136,	133684806,	29659,	5,	NaN
1137,	133735644,	14105,	3,	NaN
1138,	133783025,	69817,	56,	1.0
1139,	133887952,	120576,	180,	1.0
1140,	134047069,	6255,	2,	1.0
1141,	134100315,	80467,	50,	1.0
1142,	134195966,	238396,	327,	0.98186
1143,	134446942,	38478,	54,	1.0
1144,	134506278,	318594,	188,	1.0
1145,	134868629,	9709,	4,	NaN
1146,	134901901,	39039,	6,	1.0
1147,	134962486,	189543,	179,	1.0
1148,	135170576,	10228,	2,	NaN
1149,	135208805,	23092,	6,	NaN
1150,	135252996,	108481,	63,	1.0
1151,	135385334,	439059,	438,	1.0
1152,	135826950,	175044,	259,	1.0
1153,	136019164,	44216,	8,	NaN
1154,	136093615,	18184,	24,	1.0
1155,	136130225,	51623,	82,	1.0
1156,	136182895,	145762,	99,	1.0
1157,	136346608,	8393,	2,	NaN
1158,	136374896,	399482,	615,	1.0
1159,	136788974,	251512,	882,	1.0
1160,	137091255,	111187,	195,	1.0
1161,	137226036,	19439,	3,	NaN
1162,	137258757,	79673,	56,	1.0
1163,	137353599,	21750,	49,	NaN
1164,	137393100,	60680,	102,	1.0
1165,	137494856,	41385,	51,	1.0
1166,	137547796,	13285,	34,	NaN
1167,	137573543,	260451,	584,	0.99544
1168,	137856726,	62398,	91,	1.0
1169,	137938758,	9253,	2,	NaN
1170,	137963661,	360463,	735,	1.0
1171,	138338441,	110115,	55,	1.0
1172,	138473852,	195409,	356,	1.0
1173,	138687695,	19149,	6,	1.0
1174,	138721466,	6792,	3,	1.0
1175,	138756168,	406285,	547,	0.9814
1176,	139217489,	223834,	349,	0.98105
1177,	139454210,	121669,	137,	1.0
1178,	139591329,	121512,	253,	1.0
1179,	139733312,	421536,	432,	1.0
1180,	140168199,	365650,	474,	0.90631
1181,	140553845,	317148,	454,	0.97684
1182,	140894828,	23292,	4,	NaN
1183,	140938680,	80742,	45,	1.0
1184,	141030517,	76733,	445,	0.9569
1185,	141112375,	15443,	56,	NaN
##Block_i,	Start_pos,	block_length,	num_phased_SNV,	block_quality 
0,	61005,	30497,	89,	1.0
1,	109045,	14882,	70,	NaN
2,	160232,	10226,	4,	NaN
3,	191174,	11631,	3,	NaN
4,	231958,	49752,	9,	NaN
5,	306566,	395710,	513,	1.0
6,	718341,	7396,	9,	NaN
7,	744008,	213585,	609,	1.0
8,	971519,	122473,	146,	1.0
9,	1112266,	31988,	5,	NaN
10,	1164759,	59823,	91,	1.0
11,	1245870,	14329,	25,	1.0
12,	1281358,	25088,	48,	1.0
13,	1322851,	29720,	90,	1.0
14,	1369121,	184131,	185,	0.93333
15,	1570435,	13990,	17,	0.0
16,	1600863,	69571,	227,	0.95613
17,	1689621,	0,	1,	NaN
18,	1704610,	10292,	2,	NaN
19,	1743494,	54375,	22,	1.0
20,	1832722,	353592,	726,	1.0
21,	2273959,	4457,	43,	1.0
22,	2348973,	173028,	259,	1.0
23,	2536279,	83784,	207,	1.0
24,	2633680,	97488,	117,	1.0
25,	2743897,	32762,	34,	1.0
26,	2801138,	0,	1,	NaN
27,	2820177,	174777,	287,	0.98065
28,	3038265,	4028,	2,	NaN
29,	3059582,	126816,	275,	1.0
30,	3203078,	91453,	113,	1.0
31,	3315107,	45678,	82,	1.0
32,	3386075,	549514,	939,	0.99479
33,	3949085,	285058,	394,	1.0
34,	4252451,	14564,	9,	1.0
35,	4280313,	90192,	97,	1.0
36,	4401531,	730371,	1310,	0.99857
37,	5149109,	0,	1,	NaN
38,	5218710,	4209,	2,	NaN
39,	5248587,	1450,	2,	NaN
40,	5265202,	29867,	6,	NaN
41,	5361290,	669233,	964,	0.99759
42,	6046802,	1,	2,	NaN
43,	6059706,	36452,	10,	NaN
44,	6118246,	292825,	375,	0.99379
45,	6419650,	269455,	336,	1.0
46,	6730443,	27016,	12,	1.0
47,	6772018,	45205,	30,	1.0
48,	6834076,	436272,	841,	0.99801
49,	7308296,	75835,	80,	0.97326
50,	7407653,	39900,	38,	1.0
51,	7491619,	343965,	445,	0.98913
52,	7851414,	620196,	695,	1.0
53,	8510494,	307345,	439,	1.0
54,	8843949,	114732,	114,	1.0
55,	8977078,	5743,	3,	NaN
56,	8996253,	22745,	4,	NaN
57,	9030309,	159020,	187,	1.0
58,	9209814,	361214,	404,	1.0
59,	9589614,	879384,	991,	1.0
60,	10488292,	107464,	137,	1.0
61,	10630383,	303190,	729,	1.0
62,	10950730,	2646382,	3429,	0.99503
63,	13616448,	25934,	6,	NaN
64,	13662371,	30517,	6,	1.0
65,	13708868,	71494,	95,	1.0
66,	13820240,	111097,	130,	1.0
67,	13944855,	61427,	92,	1.0
68,	14055344,	26027,	7,	NaN
69,	14096014,	112347,	125,	1.0
70,	14229900,	120830,	174,	1.0
71,	14375047,	41842,	29,	1.0
72,	14432904,	138459,	144,	1.0
73,	14590542,	35866,	28,	NaN
74,	14641647,	428521,	570,	1.0
75,	15081687,	109916,	131,	1.0
76,	15210849,	336277,	675,	0.99148
77,	15568313,	8398,	3,	NaN
78,	15593313,	148392,	157,	1.0
79,	15758786,	110804,	125,	1.0
80,	15886626,	274566,	351,	1.0
81,	16208548,	81452,	19,	0.71429
82,	16304489,	45239,	11,	1.0
83,	16370658,	184066,	233,	1.0
84,	16575403,	22432,	15,	1.0
85,	16674325,	125793,	172,	1.0
86,	16875326,	378032,	593,	1.0
87,	17274297,	7459,	4,	1.0
88,	17313218,	290483,	549,	1.0
89,	17624619,	34234,	7,	1.0
90,	17696054,	6111,	2,	NaN
91,	17766319,	180023,	184,	1.0
92,	17951057,	22465,	62,	NaN
93,	18024784,	130623,	186,	1.0
94,	18170672,	12696,	2,	NaN
95,	18247340,	262739,	359,	1.0
96,	18523848,	155316,	158,	1.0
97,	18696386,	9713,	2,	NaN
98,	18725099,	310788,	384,	0.98864
99,	19048718,	3664,	3,	1.0
100,	19078873,	24845,	30,	1.0
101,	19120410,	761278,	1174,	1.0
102,	19912936,	37782,	5,	NaN
103,	20001280,	1035831,	1302,	1.0
104,	21089693,	266899,	287,	1.0
105,	21404539,	13202,	3,	NaN
106,	21474707,	3878,	2,	NaN
107,	21507101,	126810,	104,	1.0
108,	21665536,	12693,	5,	1.0
109,	21700028,	17211,	3,	NaN
110,	21751996,	19402,	5,	1.0
111,	21789927,	1906,	2,	1.0
112,	21807002,	45372,	11,	1.0
113,	21867179,	143559,	37,	1.0
114,	22030023,	45359,	10,	1.0
115,	22092108,	31413,	10,	1.0
116,	22195091,	4672,	3,	NaN
117,	22243592,	11171,	2,	1.0
118,	22285371,	77039,	32,	1.0
119,	22486618,	80039,	8,	1.0
120,	22600406,	8925,	3,	1.0
121,	22630756,	33008,	5,	NaN
122,	22701690,	173721,	129,	1.0
123,	22900344,	385017,	430,	1.0
124,	23299400,	114061,	51,	0.93084
125,	23446264,	888325,	1216,	0.99453
126,	24378440,	4808,	3,	NaN
127,	24415203,	36985,	6,	NaN
128,	24467651,	100560,	117,	1.0
129,	24590687,	170580,	213,	1.0
130,	24789292,	43845,	54,	1.0
131,	24844910,	120127,	108,	0.94554
132,	24975287,	10406,	8,	1.0
133,	24999593,	465734,	617,	1.0
134,	25485777,	25707,	5,	NaN
135,	25530240,	212961,	422,	1.0
136,	25760305,	8426,	2,	NaN
137,	25833883,	80969,	114,	1.0
138,	25974073,	86222,	151,	1.0
139,	26080978,	43996,	8,	1.0
140,	26146277,	491776,	1173,	1.0
141,	26661078,	27885,	3,	NaN
142,	26725613,	38964,	85,	1.0
143,	26784315,	816878,	1561,	0.99851
144,	27605793,	16694,	6,	NaN
145,	27636207,	406002,	771,	1.0
146,	28084421,	14793,	5,	1.0
147,	28174450,	196636,	244,	1.0
148,	28391259,	8885,	3,	NaN
149,	28414933,	272682,	257,	1.0
150,	28704360,	547930,	577,	1.0
151,	29277186,	251250,	284,	1.0
152,	29543687,	18001,	5,	1.0
153,	29580276,	102676,	83,	1.0
154,	29719983,	5919,	3,	NaN
155,	29739266,	12457,	3,	NaN
156,	29821162,	997,	3,	1.0
157,	29861341,	259413,	338,	1.0
158,	30164004,	189884,	401,	1.0
159,	30380991,	2,	2,	NaN
160,	30399290,	51791,	43,	1.0
161,	30507103,	409262,	504,	0.98758
162,	30937385,	248407,	305,	1.0
163,	31203085,	40766,	12,	1.0
164,	31262703,	250332,	151,	0.9854
165,	31529839,	2409,	5,	NaN
166,	31553662,	4690,	3,	1.0
167,	31570260,	16112,	4,	1.0
168,	31634713,	62498,	11,	1.0
169,	31717345,	51087,	10,	1.0
170,	31795212,	11917,	4,	1.0
171,	31878435,	118464,	125,	1.0
172,	32022560,	452498,	479,	0.99616
173,	32497262,	20708,	4,	1.0
174,	32532150,	16433,	3,	1.0
175,	32588845,	1125,	3,	NaN
176,	32611868,	1012625,	1300,	1.0
177,	33649751,	9270,	11,	1.0
178,	33692592,	13998,	6,	1.0
179,	33756189,	14699,	2,	NaN
180,	33790111,	8270,	6,	1.0
181,	33838844,	16284,	34,	1.0
182,	33874794,	1,	2,	NaN
183,	33925576,	334777,	502,	1.0
184,	34278414,	549507,	549,	1.0
185,	34842837,	55983,	19,	NaN
186,	34914171,	247561,	308,	1.0
187,	35172591,	88838,	86,	1.0
188,	35299085,	12284,	3,	NaN
189,	35345157,	11805,	3,	1.0
190,	35378746,	19461,	2,	NaN
191,	35419148,	6015,	2,	NaN
192,	35454003,	22026,	4,	NaN
193,	35581414,	16301,	9,	1.0
194,	35622558,	10035,	2,	1.0
195,	35695746,	11202,	4,	1.0
196,	35745496,	40758,	9,	1.0
197,	35804197,	26685,	5,	1.0
198,	35866658,	226896,	194,	1.0
199,	36116230,	148272,	162,	1.0
200,	36285742,	364806,	516,	1.0
201,	36721534,	7157,	5,	NaN
202,	36798914,	7042,	2,	NaN
203,	36817087,	14867,	2,	NaN
204,	36847356,	10684,	2,	NaN
205,	36885921,	747217,	805,	1.0
206,	37651352,	52784,	19,	1.0
207,	37714503,	41077,	11,	1.0
208,	37805211,	53654,	107,	1.0
209,	37871678,	187901,	190,	1.0
210,	38079205,	33723,	7,	1.0
211,	38128768,	13492,	5,	1.0
212,	38155684,	88390,	28,	1.0
213,	38263239,	40129,	18,	1.0
214,	38320124,	81606,	43,	1.0
215,	38424444,	236792,	323,	0.89055
216,	38677023,	10511,	6,	1.0
217,	38738816,	517,	11,	NaN
218,	38763997,	54673,	40,	1.0
219,	38869086,	285544,	938,	1.0
220,	42354966,	191715,	1317,	0.99306
221,	42596699,	648952,	1128,	1.0
222,	43267496,	100513,	32,	1.0
223,	43379206,	125464,	177,	1.0
224,	43534777,	261403,	270,	1.0
225,	43823452,	77833,	46,	1.0
226,	43910821,	149175,	73,	1.0
227,	44074332,	357316,	296,	1.0
228,	44454650,	12767,	2,	NaN
229,	44482857,	33754,	5,	1.0
230,	44632848,	11363,	3,	1.0
231,	44667958,	798768,	1343,	1.0
232,	45483491,	8816,	2,	NaN
233,	45504774,	2686,	3,	NaN
234,	45555832,	12566,	5,	1.0
235,	45592315,	50219,	13,	1.0
236,	45679871,	0,	1,	NaN
237,	45695409,	486516,	724,	1.0
238,	46198885,	55460,	81,	1.0
239,	46266196,	3646,	8,	NaN
240,	46293610,	1552,	3,	NaN
241,	46305487,	526,	2,	NaN
242,	46312258,	4604,	5,	NaN
243,	46323589,	267,	2,	NaN
244,	46345657,	289,	2,	NaN
245,	46347696,	128,	2,	NaN
246,	46366540,	1758,	6,	NaN
247,	46477297,	8320,	15,	NaN
248,	46499037,	1723,	4,	NaN
249,	46508434,	5438,	5,	NaN
250,	46518386,	35274,	41,	1.0
251,	46557841,	2075,	5,	NaN
252,	46566057,	77,	2,	NaN
253,	46571835,	2612,	7,	NaN
254,	46580148,	49322,	108,	NaN
255,	46635244,	34330,	71,	NaN
256,	46676789,	25744,	85,	NaN
257,	46711002,	1965,	14,	NaN
258,	46751374,	2625,	11,	NaN
259,	46823430,	1958,	2,	NaN
260,	46840799,	7430,	11,	NaN
261,	46860702,	3951,	12,	NaN
262,	46889118,	1248,	6,	NaN
263,	46893466,	111,	2,	NaN
264,	46897225,	270450,	911,	1.0
265,	47175899,	1421,	12,	NaN
266,	47180930,	1515,	9,	NaN
267,	47249542,	523,	4,	NaN
268,	47272613,	485,	2,	NaN
269,	47323084,	21261,	17,	NaN
270,	47354909,	18272,	14,	1.0
271,	47375225,	53933,	118,	1.0
272,	47532101,	8371,	2,	NaN
273,	47556278,	162546,	374,	1.0
274,	47731642,	786,	5,	NaN
275,	47738247,	1511,	4,	NaN
276,	47750099,	42236,	117,	1.0
277,	47892781,	12311,	58,	1.0
278,	47908939,	2032,	14,	NaN
279,	47914885,	6718,	11,	1.0
280,	47927309,	10476,	34,	NaN
281,	47949413,	835,	4,	NaN
282,	47959884,	95487,	88,	1.0
283,	48114049,	13179,	28,	1.0
284,	48141710,	1720,	10,	NaN
285,	48152760,	4353,	3,	NaN
286,	48221538,	1037,	3,	NaN
287,	48255743,	1655,	10,	NaN
288,	48273615,	397573,	361,	1.0
289,	48701217,	43520,	29,	NaN
290,	48756894,	5235,	11,	NaN
291,	48765064,	6273,	13,	NaN
292,	48773923,	21885,	16,	NaN
293,	48823663,	6529,	6,	NaN
294,	48841880,	6449,	28,	NaN
295,	48859986,	1471,	3,	NaN
296,	48863689,	24903,	51,	NaN
297,	48933687,	1379,	4,	NaN
298,	48939567,	2313,	6,	1.0
299,	48951503,	14150,	16,	NaN
300,	48968522,	2273,	3,	NaN
301,	48988048,	150,	2,	NaN
302,	49022355,	3899,	13,	NaN
303,	49030064,	1214,	9,	NaN
304,	49043429,	154,	2,	NaN
305,	49070238,	777,	2,	NaN
306,	49082230,	1986,	2,	NaN
307,	49085712,	3200,	6,	NaN
308,	49093035,	756,	4,	NaN
309,	49198903,	16442,	25,	1.0
310,	49258253,	2671,	5,	NaN
311,	49262162,	4195,	13,	NaN
312,	49270823,	39544,	78,	1.0
313,	49313245,	7630,	12,	NaN
314,	49327345,	18536,	25,	NaN
315,	49348565,	4204,	3,	NaN
316,	49356448,	17078,	26,	1.0
317,	49378933,	383144,	330,	1.0
318,	49779271,	481654,	614,	1.0
319,	50377250,	478888,	398,	1.0
320,	50884948,	0,	1,	NaN
321,	50900965,	27055,	12,	NaN
322,	50950009,	1540,	7,	NaN
323,	50987138,	18188,	3,	NaN
324,	51084316,	6221,	12,	NaN
325,	51119054,	0,	1,	NaN
326,	51187925,	1,	2,	NaN
327,	51197239,	11879,	6,	NaN
328,	51231581,	1873,	3,	NaN
329,	51271234,	317,	2,	NaN
330,	51280805,	2873,	13,	NaN
331,	51286194,	149,	2,	NaN
332,	51292268,	665,	4,	NaN
333,	51343293,	2376,	2,	NaN
334,	51351113,	1832,	2,	NaN
335,	51355050,	43686,	415,	1.0
336,	51450060,	6178,	6,	NaN
337,	51480646,	156538,	577,	1.0
338,	51771457,	76523,	184,	1.0
339,	51864610,	6,	2,	NaN
340,	51871326,	12056,	34,	1.0
341,	51891914,	2542,	7,	NaN
342,	51911175,	14149,	57,	NaN
343,	51954308,	89030,	132,	1.0
344,	52088657,	22090,	30,	1.0
345,	52225196,	0,	1,	NaN
346,	52286846,	15738,	4,	NaN
347,	52338351,	9044,	2,	NaN
348,	52393998,	257286,	316,	1.0
349,	52665204,	12828,	3,	NaN
350,	52710903,	248396,	211,	1.0
351,	52977863,	3335,	3,	NaN
352,	53048490,	0,	1,	NaN
353,	53070507,	0,	1,	NaN
354,	53176928,	269155,	299,	0.97057
355,	53459700,	45895,	11,	1.0
356,	53520167,	4741,	2,	1.0
357,	53558869,	273680,	456,	0.99612
358,	53916613,	154484,	168,	1.0
359,	54087627,	6733,	3,	NaN
360,	54105012,	11798,	3,	1.0
361,	54139182,	125784,	114,	1.0
362,	54287530,	21539,	8,	1.0
363,	54335093,	92935,	129,	1.0
364,	54445213,	195141,	291,	1.0
365,	54668698,	474395,	781,	1.0
366,	55168008,	136966,	164,	1.0
367,	55320515,	98709,	143,	1.0
368,	55438386,	283622,	395,	1.0
369,	55735290,	34554,	68,	1.0
370,	55801099,	407574,	875,	0.99696
371,	56258202,	253419,	568,	0.99423
372,	56525025,	94807,	50,	1.0
373,	56641728,	15826,	7,	1.0
374,	56681617,	258209,	368,	1.0
375,	56982516,	91434,	73,	1.0
376,	57099436,	2441,	3,	NaN
377,	57123147,	274973,	270,	0.97676
378,	57417393,	94023,	321,	1.0
379,	57531428,	16431,	5,	1.0
380,	57567138,	24044,	4,	1.0
381,	57619479,	10,	3,	NaN
382,	57643072,	728262,	1047,	0.998
383,	58392980,	436175,	775,	1.0
384,	58847391,	22987,	5,	1.0
385,	58910187,	0,	1,	NaN
386,	58926692,	0,	1,	NaN
387,	58949765,	32114,	6,	1.0
388,	59019856,	56430,	10,	1.0
389,	59162405,	33639,	7,	NaN
390,	59212484,	33907,	10,	NaN
391,	59257794,	21138,	13,	NaN
392,	59302905,	24,	2,	NaN
393,	59314859,	0,	1,	NaN
394,	59360724,	1030,	2,	NaN
395,	59387593,	292113,	409,	1.0
396,	59707311,	730771,	1553,	1.0
397,	60502333,	11251,	3,	NaN
398,	60556751,	89636,	66,	1.0
399,	60667495,	68820,	84,	1.0
400,	60754263,	42628,	15,	1.0
401,	60859629,	5971,	2,	NaN
402,	60887354,	31715,	8,	1.0
403,	60940449,	4154,	2,	NaN
404,	61004817,	17766,	4,	NaN
405,	61050653,	1045,	3,	NaN
406,	61075206,	4892,	3,	NaN
407,	61111557,	382480,	434,	1.0
408,	61514545,	29992,	6,	1.0
409,	61565742,	993100,	1421,	0.99534
410,	62604856,	74449,	135,	0.96121
411,	62698649,	6380,	2,	NaN
412,	63054791,	478543,	566,	1.0
413,	63549533,	328003,	244,	1.0
414,	63904745,	18350,	3,	1.0
415,	63952245,	138098,	182,	1.0
416,	64129599,	14282,	21,	NaN
417,	64170233,	11113,	2,	1.0
418,	64197104,	11572,	4,	1.0
419,	64226247,	14718,	3,	1.0
420,	64253991,	4824,	3,	NaN
421,	64291308,	161532,	156,	1.0
422,	64503763,	4654,	3,	NaN
423,	64577345,	1,	2,	NaN
424,	64614627,	801,	2,	NaN
425,	64634146,	177895,	171,	1.0
426,	64839647,	643615,	516,	1.0
427,	65537824,	8610,	2,	NaN
428,	65564043,	9457,	36,	NaN
429,	65588067,	1413,	2,	NaN
430,	65607680,	17023,	5,	1.0
431,	65638194,	98896,	137,	1.0
432,	65781160,	10633,	4,	1.0
433,	65807290,	11609,	3,	NaN
434,	65836969,	146070,	118,	1.0
435,	66013849,	35615,	9,	1.0
436,	66081084,	7225,	4,	1.0
437,	66151547,	28506,	5,	1.0
438,	66198664,	904,	2,	NaN
439,	66216458,	13537,	3,	NaN
440,	66271546,	65250,	50,	1.0
441,	66364463,	42903,	50,	1.0
442,	66473418,	190884,	185,	1.0
443,	66682642,	364580,	615,	1.0
444,	67054902,	229110,	378,	1.0
445,	67285193,	697184,	940,	0.99758
446,	68069751,	227812,	583,	1.0
447,	68309012,	477484,	582,	0.99592
448,	68827935,	42969,	8,	1.0
449,	68893138,	8961,	2,	NaN
450,	68914937,	373,	2,	NaN
451,	68955883,	7032,	5,	NaN
452,	68995515,	8231,	7,	1.0
453,	69042055,	53595,	13,	0.5
454,	69137391,	1,	2,	NaN
455,	69194107,	12829,	2,	1.0
456,	69246650,	17003,	3,	1.0
457,	69280362,	9081,	2,	NaN
458,	69315138,	37279,	6,	1.0
459,	69381751,	7798,	3,	1.0
460,	69486319,	25158,	4,	NaN
461,	69536020,	0,	1,	NaN
462,	69551410,	1268,	3,	NaN
463,	69594596,	34143,	9,	NaN
464,	69678078,	13238,	4,	1.0
465,	69756072,	20037,	3,	NaN
466,	69816803,	21042,	4,	1.0
467,	69856572,	393591,	720,	1.0
468,	70275266,	128893,	146,	1.0
469,	70421575,	831702,	1102,	1.0
470,	71280370,	64380,	88,	1.0
471,	71375789,	173379,	287,	1.0
472,	71565456,	102039,	173,	1.0
473,	71712502,	14849,	6,	1.0
474,	71864740,	35450,	30,	1.0
475,	71917180,	2469,	3,	NaN
476,	71943274,	39697,	25,	1.0
477,	71999044,	541555,	820,	0.99438
478,	72574945,	255191,	320,	1.0
479,	72845933,	21197,	5,	1.0
480,	72883868,	109906,	91,	0.96145
481,	73065429,	49471,	72,	1.0
482,	73162501,	660,	4,	NaN
483,	73187645,	102492,	68,	1.0
484,	73307209,	2681,	5,	1.0
485,	73325204,	63371,	63,	0.96292
486,	73405482,	333779,	559,	0.98716
487,	73752566,	36441,	8,	NaN
488,	73838264,	241018,	299,	1.0
489,	74096385,	12731,	4,	1.0
490,	74131542,	21323,	6,	NaN
491,	74185762,	32192,	7,	1.0
492,	74299464,	1529,	2,	1.0
493,	74328991,	29012,	8,	NaN
494,	74378437,	38386,	10,	1.0
495,	74445390,	48071,	8,	1.0
496,	74510568,	43471,	8,	1.0
497,	74569083,	177280,	93,	1.0
498,	74764775,	32550,	10,	1.0
499,	74840016,	22031,	3,	NaN
500,	74890247,	24857,	4,	1.0
501,	74930162,	0,	1,	NaN
502,	74979163,	62974,	12,	0.33333
503,	75059463,	56643,	15,	1.0
504,	75132286,	24568,	8,	1.0
505,	75205107,	42492,	10,	1.0
506,	75262781,	130427,	139,	1.0
